region	status	short_histology	count	region_type
10q25.3	loss	HGAT	24	cytoband
10q25.3	loss	Medulloblastoma	12	cytoband
10q25.3	loss	Neuroblastoma	12	cytoband
10q26.11	gain	All	4	cytoband
10q26.11	loss	All	56	cytoband
10q26.11	loss	HGAT	24	cytoband
10q26.11	loss	Medulloblastoma	12	cytoband
10q26.11	loss	Neuroblastoma	12	cytoband
10q26.12	gain	All	5	cytoband
10q26.12	loss	All	55	cytoband
10q26.12	loss	HGAT	23	cytoband
10q26.12	loss	Medulloblastoma	12	cytoband
10q26.12	loss	Neuroblastoma	12	cytoband
10q26.13	loss	All	45	cytoband
10q26.13	loss	HGAT	21	cytoband
10q26.13	loss	Medulloblastoma	12	cytoband
10q26.13	loss	Neuroblastoma	9	cytoband
10q26.2	loss	All	51	cytoband
10q26.2	loss	HGAT	23	cytoband
10q26.2	loss	Medulloblastoma	12	cytoband
10q26.2	loss	Neuroblastoma	11	cytoband
10q26.3	loss	All	45	cytoband
10q26.3	loss	HGAT	20	cytoband
10q26.3	loss	Medulloblastoma	11	cytoband
10q26.3	loss	Neuroblastoma	8	cytoband
11p	gain	All	29	arm
11p	loss	All	102	arm
11p	gain	Choroid plexus tumor	4	arm
11p	gain	Ependymoma	4	arm
11p	gain	LGAT	7	arm
11p	gain	Neuroblastoma	6	arm
11p	loss	HGAT	23	arm
11p	loss	LGAT	5	arm
11p	loss	Medulloblastoma	15	arm
11p	loss	Neuroblastoma	52	arm
11p11.2	loss	All	12	cytoband
11p11.2	loss	Medulloblastoma	4	cytoband
11p12	gain	All	14	cytoband
11p12	loss	All	43	cytoband
11p12	gain	Neuroblastoma	11	cytoband
11p12	loss	HGAT	10	cytoband
11p12	loss	Medulloblastoma	10	cytoband
11p12	loss	Neuroblastoma	14	cytoband
11p13	gain	All	14	cytoband
11p13	loss	All	46	cytoband
11p13	gain	Neuroblastoma	11	cytoband
11p13	loss	HGAT	10	cytoband
11p13	loss	Medulloblastoma	10	cytoband
11p13	loss	Neuroblastoma	16	cytoband
11p14.1	gain	All	15	cytoband
11p14.1	loss	All	49	cytoband
11p14.1	gain	Neuroblastoma	12	cytoband
11p14.1	loss	HGAT	10	cytoband
11p14.1	loss	Medulloblastoma	9	cytoband
11p14.1	loss	Neuroblastoma	18	cytoband
11p14.2	gain	All	15	cytoband
11p14.2	loss	All	55	cytoband
11p14.2	gain	Neuroblastoma	12	cytoband
11p14.2	loss	HGAT	14	cytoband
11p14.2	loss	Medulloblastoma	10	cytoband
11p14.2	loss	Neuroblastoma	19	cytoband
11p14.3	gain	All	15	cytoband
11p14.3	loss	All	51	cytoband
11p14.3	gain	Neuroblastoma	12	cytoband
11p14.3	loss	HGAT	11	cytoband
11p14.3	loss	Medulloblastoma	10	cytoband
11p14.3	loss	Neuroblastoma	18	cytoband
11p15.1	gain	All	15	cytoband
11p15.1	loss	All	51	cytoband
11p15.1	gain	Neuroblastoma	11	cytoband
11p15.1	loss	HGAT	12	cytoband
11p15.1	loss	Medulloblastoma	9	cytoband
11p15.1	loss	Neuroblastoma	18	cytoband
11p15.2	gain	All	15	cytoband
11p15.2	loss	All	52	cytoband
11p15.2	gain	Neuroblastoma	11	cytoband
11p15.2	loss	HGAT	12	cytoband
11p15.2	loss	Medulloblastoma	10	cytoband
11p15.2	loss	Neuroblastoma	20	cytoband
11p15.3	gain	All	15	cytoband
11p15.3	loss	All	54	cytoband
11p15.3	gain	Neuroblastoma	11	cytoband
11p15.3	loss	HGAT	13	cytoband
11p15.3	loss	Medulloblastoma	11	cytoband
11p15.3	loss	Neuroblastoma	19	cytoband
11p15.4	gain	All	10	cytoband
11p15.4	loss	All	47	cytoband
11p15.4	gain	Neuroblastoma	7	cytoband
11p15.4	loss	HGAT	11	cytoband
11p15.4	loss	Medulloblastoma	10	cytoband
11p15.4	loss	Neuroblastoma	16	cytoband
11p15.5	gain	All	5	cytoband
11p15.5	loss	All	44	cytoband
11p15.5	loss	HGAT	11	cytoband
11p15.5	loss	Medulloblastoma	5	cytoband
11p15.5	loss	Neuroblastoma	19	cytoband
11q	gain	All	27	arm
11q	loss	All	107	arm
11q	unstable	All	17	arm
11q	gain	Choroid plexus tumor	4	arm
11q	gain	LGAT	8	arm
11q	gain	Neuroblastoma	5	arm
11q	loss	HGAT	12	arm
11q	loss	LGAT	7	arm
11q	loss	Medulloblastoma	20	arm
11q	loss	Neuroblastoma	61	arm
11q	unstable	Ganglioneuroblastoma	4	arm
11q	unstable	Neuroblastoma	12	arm
11q12.1	gain	All	16	cytoband
11q12.1	loss	All	6	cytoband
11q12.1	gain	Neuroblastoma	10	cytoband
11q12.2	gain	All	18	cytoband
11q12.2	loss	All	9	cytoband
11q12.2	gain	Ganglioneuroblastoma	4	cytoband
11q12.2	gain	Neuroblastoma	13	cytoband
11q12.2	loss	Neuroblastoma	4	cytoband
11q12.3	gain	All	19	cytoband
11q12.3	loss	All	11	cytoband
11q12.3	gain	Ganglioneuroblastoma	4	cytoband
11q12.3	gain	Neuroblastoma	14	cytoband
11q12.3	loss	Neuroblastoma	4	cytoband
11q13.1	gain	All	24	cytoband
11q13.1	loss	All	11	cytoband
11q13.1	gain	Ganglioneuroblastoma	4	cytoband
11q13.1	gain	Neuroblastoma	16	cytoband
11q13.1	loss	HGAT	4	cytoband
11q13.1	loss	Neuroblastoma	6	cytoband
11q13.2	gain	All	22	cytoband
11q13.2	loss	All	9	cytoband
11q13.2	gain	Ganglioneuroblastoma	4	cytoband
11q13.2	gain	Neuroblastoma	15	cytoband
11q13.2	loss	Neuroblastoma	5	cytoband
11q13.3	gain	All	21	cytoband
11q13.3	loss	All	8	cytoband
11q13.3	unstable	All	5	cytoband
11q13.3	gain	Neuroblastoma	13	cytoband
11q13.3	loss	Neuroblastoma	5	cytoband
11q13.4	gain	All	7	cytoband
11q13.4	loss	All	19	cytoband
11q13.4	unstable	All	8	cytoband
11q13.4	loss	Ganglioneuroblastoma	5	cytoband
11q13.4	loss	Neuroblastoma	11	cytoband
11q13.4	unstable	Neuroblastoma	8	cytoband
11q13.5	gain	All	7	cytoband
11q13.5	loss	All	36	cytoband
11q13.5	loss	Ganglioneuroblastoma	7	cytoband
11q13.5	loss	Neuroblastoma	27	cytoband
11q14.1	gain	All	5	cytoband
11q14.1	loss	All	39	cytoband
11q14.1	loss	Ganglioneuroblastoma	7	cytoband
11q14.1	loss	Neuroblastoma	30	cytoband
11q14.2	gain	All	4	cytoband
11q14.2	loss	All	58	cytoband
11q14.2	loss	Ganglioneuroblastoma	9	cytoband
11q14.2	loss	Neuroblastoma	38	cytoband
11q14.3	gain	All	4	cytoband
11q14.3	loss	All	52	cytoband
11q14.3	loss	Ganglioneuroblastoma	8	cytoband
11q14.3	loss	Neuroblastoma	31	cytoband
11q21	gain	All	5	cytoband
11q21	loss	All	65	cytoband
11q21	loss	Ganglioneuroblastoma	9	cytoband
11q21	loss	HGAT	5	cytoband
11q21	loss	Neuroblastoma	38	cytoband
11q22.1	gain	All	4	cytoband
11q22.1	loss	All	66	cytoband
11q22.1	loss	Ganglioneuroblastoma	9	cytoband
11q22.1	loss	HGAT	6	cytoband
11q22.1	loss	Medulloblastoma	4	cytoband
11q22.1	loss	Neuroblastoma	40	cytoband
11q22.2	gain	All	8	cytoband
11q22.2	loss	All	68	cytoband
11q22.2	gain	HGAT	5	cytoband
11q22.2	loss	Ganglioneuroblastoma	9	cytoband
11q22.2	loss	HGAT	6	cytoband
11q22.2	loss	Medulloblastoma	4	cytoband
11q22.2	loss	Neuroblastoma	41	cytoband
11q22.3	gain	All	6	cytoband
11q22.3	loss	All	63	cytoband
11q22.3	loss	Ganglioneuroblastoma	9	cytoband
11q22.3	loss	HGAT	6	cytoband
11q22.3	loss	Neuroblastoma	38	cytoband
11q23.1	gain	All	6	cytoband
11q23.1	loss	All	71	cytoband
11q23.1	loss	Ganglioneuroblastoma	9	cytoband
11q23.1	loss	HGAT	7	cytoband
11q23.1	loss	Medulloblastoma	4	cytoband
11q23.1	loss	Neuroblastoma	38	cytoband
11q23.2	gain	All	6	cytoband
11q23.2	loss	All	72	cytoband
11q23.2	loss	Ganglioneuroblastoma	9	cytoband
11q23.2	loss	HGAT	7	cytoband
11q23.2	loss	Medulloblastoma	5	cytoband
11q23.2	loss	Neuroblastoma	38	cytoband
11q23.3	gain	All	6	cytoband
11q23.3	loss	All	69	cytoband
11q23.3	loss	Ganglioneuroblastoma	9	cytoband
11q23.3	loss	HGAT	7	cytoband
11q23.3	loss	Neuroblastoma	38	cytoband
11q24.1	gain	All	5	cytoband
11q24.1	loss	All	72	cytoband
11q24.1	loss	Ganglioneuroblastoma	9	cytoband
11q24.1	loss	HGAT	9	cytoband
11q24.1	loss	Neuroblastoma	41	cytoband
11q24.2	gain	All	6	cytoband
11q24.2	loss	All	66	cytoband
11q24.2	loss	Ganglioneuroblastoma	7	cytoband
11q24.2	loss	HGAT	8	cytoband
11q24.2	loss	Neuroblastoma	37	cytoband
11q24.3	gain	All	9	cytoband
11q24.3	loss	All	67	cytoband
11q24.3	loss	Ganglioneuroblastoma	7	cytoband
11q24.3	loss	HGAT	8	cytoband
11q24.3	loss	Neuroblastoma	38	cytoband
11q25	gain	All	9	cytoband
11q25	loss	All	62	cytoband
11q25	loss	Ganglioneuroblastoma	7	cytoband
11q25	loss	HGAT	7	cytoband
11q25	loss	Neuroblastoma	35	cytoband
12p	gain	All	68	arm
12p	loss	All	27	arm
12p	gain	Choroid plexus tumor	4	arm
12p	gain	LGAT	7	arm
12p	gain	Medulloblastoma	5	arm
12p	gain	Neuroblastoma	32	arm
12p	loss	LGAT	4	arm
12p	loss	Neuroblastoma	15	arm
12p11.21	gain	All	6	cytoband
12p11.22	gain	All	10	cytoband
12p11.22	loss	All	8	cytoband
12p11.22	gain	Neuroblastoma	6	cytoband
12p11.23	gain	All	14	cytoband
12p11.23	loss	All	13	cytoband
12p11.23	gain	HGAT	4	cytoband
12p11.23	gain	Neuroblastoma	6	cytoband
12p11.23	loss	HGAT	5	cytoband
12p12.1	gain	All	17	cytoband
12p12.1	loss	All	11	cytoband
12p12.1	gain	HGAT	7	cytoband
12p12.1	gain	Neuroblastoma	6	cytoband
12p12.2	gain	All	14	cytoband
12p12.2	loss	All	20	cytoband
12p12.2	gain	HGAT	4	cytoband
12p12.2	gain	Neuroblastoma	6	cytoband
12p12.2	loss	HGAT	8	cytoband
12p12.2	loss	Medulloblastoma	4	cytoband
12p12.3	gain	All	10	cytoband
12p12.3	loss	All	16	cytoband
12p12.3	gain	Neuroblastoma	5	cytoband
12p12.3	loss	HGAT	5	cytoband
12p12.3	loss	Medulloblastoma	5	cytoband
12p13.1	gain	All	12	cytoband
12p13.1	loss	All	19	cytoband
12p13.1	gain	Neuroblastoma	5	cytoband
12p13.1	loss	HGAT	8	cytoband
12p13.1	loss	Medulloblastoma	5	cytoband
12p13.2	gain	All	11	cytoband
12p13.2	loss	All	16	cytoband
12p13.2	gain	Neuroblastoma	4	cytoband
12p13.2	loss	HGAT	8	cytoband
12p13.2	loss	Medulloblastoma	4	cytoband
12p13.31	gain	All	11	cytoband
12p13.31	loss	All	13	cytoband
12p13.31	loss	HGAT	6	cytoband
12p13.32	gain	All	19	cytoband
12p13.32	loss	All	12	cytoband
12p13.32	gain	HGAT	8	cytoband
12p13.32	gain	Neuroblastoma	5	cytoband
12p13.32	loss	HGAT	7	cytoband
12p13.33	loss	All	5	cytoband
12p13.33	loss	HGAT	4	cytoband
12q	gain	All	65	arm
12q	loss	All	27	arm
12q	unstable	All	4	arm
12q	gain	Choroid plexus tumor	5	arm
12q	gain	LGAT	7	arm
12q	gain	Neuroblastoma	35	arm
12q	loss	LGAT	4	arm
12q	loss	Neuroblastoma	14	arm
12q12	gain	All	5	cytoband
12q12	loss	All	6	cytoband
12q13.11	gain	All	6	cytoband
12q13.11	loss	All	9	cytoband
12q13.11	loss	Medulloblastoma	4	cytoband
12q13.12	gain	All	9	cytoband
12q13.12	loss	All	11	cytoband
12q13.12	gain	Neuroblastoma	5	cytoband
12q13.12	loss	Medulloblastoma	5	cytoband
12q13.13	gain	All	9	cytoband
12q13.13	loss	All	13	cytoband
12q13.13	gain	Neuroblastoma	5	cytoband
12q13.13	loss	Medulloblastoma	5	cytoband
12q13.13	loss	Neuroblastoma	4	cytoband
12q13.2	gain	All	11	cytoband
12q13.2	loss	All	12	cytoband
12q13.2	gain	Neuroblastoma	6	cytoband
12q13.2	loss	Medulloblastoma	5	cytoband
12q13.2	loss	Neuroblastoma	4	cytoband
12q13.3	gain	All	11	cytoband
12q13.3	loss	All	12	cytoband
12q13.3	gain	Neuroblastoma	7	cytoband
12q13.3	loss	Medulloblastoma	5	cytoband
12q13.3	loss	Neuroblastoma	5	cytoband
12q14.1	gain	All	12	cytoband
12q14.1	loss	All	13	cytoband
12q14.1	gain	Neuroblastoma	8	cytoband
12q14.1	loss	Medulloblastoma	5	cytoband
12q14.1	loss	Neuroblastoma	5	cytoband
12q14.2	gain	All	13	cytoband
12q14.2	loss	All	14	cytoband
12q14.2	gain	Neuroblastoma	9	cytoband
12q14.2	loss	HGAT	5	cytoband
12q14.2	loss	Medulloblastoma	4	cytoband
12q14.3	gain	All	11	cytoband
12q14.3	loss	All	12	cytoband
12q14.3	gain	Neuroblastoma	8	cytoband
12q14.3	loss	Medulloblastoma	5	cytoband
12q15	gain	All	12	cytoband
12q15	loss	All	12	cytoband
12q15	gain	Neuroblastoma	9	cytoband
12q15	loss	Medulloblastoma	5	cytoband
12q21.1	gain	All	12	cytoband
12q21.1	loss	All	14	cytoband
12q21.1	gain	Neuroblastoma	9	cytoband
12q21.1	loss	HGAT	5	cytoband
12q21.1	loss	Medulloblastoma	5	cytoband
12q21.2	gain	All	13	cytoband
12q21.2	loss	All	12	cytoband
12q21.2	gain	Neuroblastoma	10	cytoband
12q21.2	loss	HGAT	4	cytoband
12q21.2	loss	Medulloblastoma	5	cytoband
12q21.31	gain	All	13	cytoband
12q21.31	loss	All	11	cytoband
12q21.31	gain	Neuroblastoma	10	cytoband
12q21.31	loss	HGAT	4	cytoband
12q21.31	loss	Medulloblastoma	4	cytoband
12q21.32	gain	All	15	cytoband
12q21.32	loss	All	10	cytoband
12q21.32	gain	Neuroblastoma	10	cytoband
12q21.33	gain	All	15	cytoband
12q21.33	loss	All	9	cytoband
12q21.33	gain	Neuroblastoma	9	cytoband
12q22	gain	All	16	cytoband
12q22	loss	All	12	cytoband
12q22	gain	Neuroblastoma	10	cytoband
12q22	loss	HGAT	5	cytoband
12q23.1	gain	All	17	cytoband
12q23.1	loss	All	8	cytoband
12q23.1	gain	Neuroblastoma	11	cytoband
12q23.2	gain	All	19	cytoband
12q23.2	loss	All	10	cytoband
12q23.2	gain	Neuroblastoma	12	cytoband
12q23.3	gain	All	20	cytoband
12q23.3	loss	All	10	cytoband
12q23.3	gain	Neuroblastoma	12	cytoband
12q24.11	gain	All	21	cytoband
12q24.11	loss	All	9	cytoband
12q24.11	gain	Medulloblastoma	4	cytoband
12q24.11	gain	Neuroblastoma	13	cytoband
12q24.11	loss	HGAT	4	cytoband
12q24.12	gain	All	24	cytoband
12q24.12	loss	All	12	cytoband
12q24.12	gain	Medulloblastoma	5	cytoband
12q24.12	gain	Neuroblastoma	14	cytoband
12q24.12	loss	HGAT	4	cytoband
12q24.13	gain	All	25	cytoband
12q24.13	loss	All	10	cytoband
12q24.13	gain	Medulloblastoma	6	cytoband
12q24.13	gain	Neuroblastoma	14	cytoband
12q24.13	loss	HGAT	4	cytoband
12q24.21	gain	All	30	cytoband
12q24.21	loss	All	8	cytoband
12q24.21	gain	Medulloblastoma	7	cytoband
12q24.21	gain	Neuroblastoma	16	cytoband
12q24.22	gain	All	36	cytoband
12q24.22	loss	All	8	cytoband
12q24.22	gain	HGAT	4	cytoband
12q24.22	gain	Medulloblastoma	9	cytoband
12q24.22	gain	Neuroblastoma	18	cytoband
12q24.23	gain	All	34	cytoband
12q24.23	loss	All	7	cytoband
12q24.23	gain	Medulloblastoma	9	cytoband
12q24.23	gain	Neuroblastoma	18	cytoband
12q24.31	gain	All	32	cytoband
12q24.31	loss	All	5	cytoband
12q24.31	gain	Medulloblastoma	10	cytoband
12q24.31	gain	Neuroblastoma	18	cytoband
12q24.32	gain	All	33	cytoband
12q24.32	loss	All	5	cytoband
12q24.32	gain	Medulloblastoma	10	cytoband
12q24.32	gain	Neuroblastoma	18	cytoband
12q24.33	gain	All	21	cytoband
12q24.33	loss	All	4	cytoband
12q24.33	gain	Medulloblastoma	9	cytoband
12q24.33	gain	Neuroblastoma	10	cytoband
13q	gain	All	65	arm
13q	loss	All	66	arm
13q	gain	Ganglioneuroblastoma	5	arm
13q	gain	Neuroblastoma	52	arm
13q	loss	Ependymoma	5	arm
13q	loss	HGAT	23	arm
13q	loss	Medulloblastoma	12	arm
13q	loss	Neuroblastoma	16	arm
13q12.11	loss	All	12	cytoband
13q12.11	loss	HGAT	8	cytoband
13q12.12	loss	All	14	cytoband
13q12.12	loss	HGAT	9	cytoband
13q12.13	loss	All	15	cytoband
13q12.13	loss	HGAT	9	cytoband
13q12.2	gain	All	4	cytoband
13q12.2	loss	All	16	cytoband
13q12.2	loss	HGAT	9	cytoband
13q12.3	loss	All	17	cytoband
13q12.3	loss	HGAT	10	cytoband
13q13.1	gain	All	5	cytoband
13q13.1	loss	All	22	cytoband
13q13.1	gain	Neuroblastoma	5	cytoband
13q13.1	loss	HGAT	13	cytoband
13q13.1	loss	Medulloblastoma	4	cytoband
13q13.2	gain	All	6	cytoband
13q13.2	loss	All	23	cytoband
13q13.2	gain	Neuroblastoma	6	cytoband
13q13.2	loss	HGAT	13	cytoband
13q13.2	loss	Medulloblastoma	4	cytoband
13q13.3	gain	All	7	cytoband
13q13.3	loss	All	23	cytoband
13q13.3	gain	Neuroblastoma	7	cytoband
13q13.3	loss	HGAT	13	cytoband
13q13.3	loss	Medulloblastoma	4	cytoband
13q14.11	gain	All	7	cytoband
13q14.11	loss	All	25	cytoband
13q14.11	gain	Neuroblastoma	7	cytoband
13q14.11	loss	HGAT	14	cytoband
13q14.11	loss	Medulloblastoma	4	cytoband
13q14.12	gain	All	7	cytoband
13q14.12	loss	All	27	cytoband
13q14.12	gain	Neuroblastoma	7	cytoband
13q14.12	loss	HGAT	15	cytoband
13q14.12	loss	Medulloblastoma	4	cytoband
13q14.13	gain	All	7	cytoband
13q14.13	loss	All	26	cytoband
13q14.13	gain	Neuroblastoma	7	cytoband
13q14.13	loss	HGAT	15	cytoband
13q14.13	loss	Medulloblastoma	4	cytoband
13q14.2	gain	All	7	cytoband
13q14.2	loss	All	28	cytoband
13q14.2	gain	Neuroblastoma	7	cytoband
13q14.2	loss	HGAT	16	cytoband
13q14.2	loss	Medulloblastoma	4	cytoband
13q14.3	gain	All	6	cytoband
13q14.3	loss	All	29	cytoband
13q14.3	gain	Neuroblastoma	6	cytoband
13q14.3	loss	HGAT	18	cytoband
13q14.3	loss	Medulloblastoma	4	cytoband
13q21.1	gain	All	6	cytoband
13q21.1	loss	All	31	cytoband
13q21.1	gain	Neuroblastoma	5	cytoband
13q21.1	loss	HGAT	17	cytoband
13q21.1	loss	Medulloblastoma	4	cytoband
13q21.2	gain	All	6	cytoband
13q21.2	loss	All	32	cytoband
13q21.2	gain	Neuroblastoma	5	cytoband
13q21.2	loss	HGAT	15	cytoband
13q21.2	loss	Medulloblastoma	4	cytoband
13q21.31	gain	All	7	cytoband
13q21.31	loss	All	29	cytoband
13q21.31	gain	Neuroblastoma	5	cytoband
13q21.31	loss	HGAT	14	cytoband
13q21.31	loss	Medulloblastoma	4	cytoband
13q21.32	gain	All	9	cytoband
13q21.32	loss	All	28	cytoband
13q21.32	gain	Neuroblastoma	6	cytoband
13q21.32	loss	HGAT	14	cytoband
13q21.32	loss	Medulloblastoma	4	cytoband
13q21.33	gain	All	9	cytoband
13q21.33	loss	All	24	cytoband
13q21.33	gain	Neuroblastoma	6	cytoband
13q21.33	loss	HGAT	10	cytoband
13q21.33	loss	Medulloblastoma	4	cytoband
13q22.1	gain	All	11	cytoband
13q22.1	loss	All	23	cytoband
13q22.1	gain	Neuroblastoma	7	cytoband
13q22.1	loss	HGAT	10	cytoband
13q22.2	gain	All	12	cytoband
13q22.2	loss	All	23	cytoband
13q22.2	gain	Neuroblastoma	7	cytoband
13q22.2	loss	HGAT	10	cytoband
13q22.3	gain	All	11	cytoband
13q22.3	loss	All	22	cytoband
13q22.3	gain	Neuroblastoma	6	cytoband
13q22.3	loss	HGAT	10	cytoband
13q31.1	gain	All	11	cytoband
13q31.1	loss	All	17	cytoband
13q31.1	gain	Neuroblastoma	5	cytoband
13q31.1	loss	HGAT	8	cytoband
13q31.2	gain	All	12	cytoband
13q31.2	loss	All	16	cytoband
13q31.2	gain	Neuroblastoma	6	cytoband
13q31.2	loss	HGAT	8	cytoband
13q31.3	gain	All	12	cytoband
13q31.3	loss	All	13	cytoband
13q31.3	gain	Neuroblastoma	6	cytoband
13q31.3	loss	HGAT	6	cytoband
